	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
ALA	253639	250647	217945	0.11444426986762027	0.0	35.11881932511897	-6	1.0699695236142708	722231	139460	0.050231925547540954	0.06117275287642657
ARG	195325	195361	163837	0.12150777185644825	1.0	35.230459331713924	-8	1.0321200239556514	554523	105058	0.037840711560114426	0.062347923743823926
ASN	232179	232262	193083	0.12740119022886365	1.0	35.323729628120034	-14	1.0286013209220621	657524	186006	0.06699727193027322	0.041755743030186275
ASP	275497	278898	239768	0.11442298971227094	1.0	35.118483233290895	-8	1.038637781554547	794163	165103	0.059468246118425744	0.0568180395889582
CYS	33180	34064	28643	0.14010419132286098	1.0	35.52514939459989	-5	1.0901244715829028	95887	28844	0.010389284816386572	0.03926773075436441
GLN	193318	196478	167700	0.12229701008039628	1.0	35.24294344712787	-5	1.0677989393214506	557496	125790	0.04530814509268017	0.05235126723450207
GLU	367846	368833	323758	0.09302152841114572	1.0	34.78122698472422	-26	1.0127022256685274	1060437	181551	0.06539263097003878	0.06899502673852448
GLY	222714	227508	189538	0.14239078377996076	1.0	35.56146054770539	-14	1.057452924732317	639760	139814	0.05035943237131716	0.05405028427713681
HIS	75628	77228	64947	0.13585586812771608	1.0	35.457730150640714	-5	1.060379655047392	217803	57977	0.02088266418664694	0.044375134099444144
ILE	239244	238773	204838	0.10918760408750443	0.0	35.03584216268461	-15	1.0233360084265437	682855	196081	0.07062617376514684	0.041136235054937104
LEU	325970	323078	279001	0.1147863966684324	0.0	35.12422296667525	-15	1.0121514249777588	928049	255111	0.09188811672421282	0.04297078447533958
LYS	375452	372126	317568	0.12267206078670922	0.0	35.24887667981667	-12	1.0624234256309728	1065146	204254	0.07356999656379916	0.06159849916107197
PHE	135830	137349	116533	0.12234600034740511	1.0	35.24371843823131	-5	1.0376777406460913	389712	120309	0.04333395045675538	0.03826284179214748
PRO	179301	175046	148532	0.14827001187674155	0.0	35.654899091033826	-12	1.1161845165392272	502879	124456	0.04482765327652916	0.047728657809039
SER	307776	307175	262121	0.11270177336965564	0.0	35.09130379261908	-9	1.0355778228321897	877072	248844	0.08963081371685273	0.0416331846989874
THR	224406	216996	188679	0.14578685195215682	0.0	35.615420874459	-6	1.0503328788000321	630081	170014	0.06123713315674479	0.04377672403324451
TRP	33526	33814	28334	0.12861385535144165	1.0	35.34293538474403	-5	1.0526704915123912	95674	26245	0.009453154209057884	0.04306048477143106
TYR	116466	119280	100510	0.13681668963037386	1.0	35.47297297297297	-5	1.0358148893360162	336256	97172	0.035000262937800446	0.040875253699578555
VAL	231138	230882	201893	0.0951373022814317	0.0	34.81450129760978	-9	1.0396775952028658	663913	149339	0.05379023038393962	0.052513322155848675
TERM	3987	3973	3199	0.1529281171289559	0.0	35.72900797562505	-18	2.4063205417607225	11159	5585	0.002011654267768652	0.023601176915733935
MET	62045	60512	51553	0.1470510903734954	0.0	35.63551777611855	-12	1.0573132403900394	174110	49309	0.01776054794796857	0.04170893308927398
