Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	Pre-replicative complex assembly involved in nuclear cell cycle DNA replication (GO:0006267)	5	0.5889281507656066	0.004243978197670313	CDC54, CDC46, MCM3, MCM6, MCM2	580	6	4204	6.040229885057471	0.9786984095102548	1.0	1.0
GOTERM_BP_DIRECT	Vesicle docking involved in exocytosis (GO:0006904)	5	0.5889281507656066	0.015753227152200386	SEC8, CAALFM_C602720CA, SEC1, CAALFM_C603520CA, PEP3	580	8	4204	4.530172413793103	0.9999994257254822	1.0	1.0
GOTERM_BP_DIRECT	Interstrand cross-link repair (GO:0036297)	5	0.5889281507656066	0.015753227152200386	MSH2, CAALFM_C102390WA, MPH1, DEM1, MGM101	580	8	4204	4.530172413793103	0.9999994257254822	1.0	1.0
GOTERM_BP_DIRECT	Meiotic mismatch repair (GO:0000710)	5	0.5889281507656066	0.015753227152200386	MSH2, MSH3, RAD10, MLH1, PMS1	580	8	4204	4.530172413793103	0.9999994257254822	1.0	1.0
GOTERM_BP_DIRECT	Regulation of actin filament polymerization (GO:0030833)	5	0.5889281507656066	0.015753227152200386	ARC18, SSU81, ABP1, ARC15, SRV2	580	8	4204	4.530172413793103	0.9999994257254822	1.0	1.0
GOTERM_BP_DIRECT	Vacuole organization (GO:0007033)	7	0.8244994110718492	0.021443668103041772	CAALFM_C602720CA, VPS51, CAALFM_C603520CA, BOI2, FAB1, VPS34, PEP3	580	17	4204	2.9845841784989857	0.999999996978814	1.0	1.0
GOTERM_BP_DIRECT	Chaperone mediated protein folding requiring cofactor (GO:0051085)	6	0.7067137809187279	0.024193516677890325	HSP70, HSP104, CAALFM_C114090WA, HLJ1, MDJ1, HSP78	580	13	4204	3.3453580901856763	0.9999999997633274	1.0	1.0
GOTERM_BP_DIRECT	Cellular response to pH (GO:0071467)	7	0.8244994110718492	0.028523358427483776	RIM21, RIM20, DFG16, RIM101, RIM13, VPS36, SLK19	580	18	4204	2.8187739463601535	0.9999999999957705	1.0	1.0
GOTERM_BP_DIRECT	Filamentous growth in response to starvation (GO:0036170)	37	4.358068315665489	0.03413667821824673	CDS1, LIP5, TSC11, RHB1, TUP1, FGR24, BNI4, FAB1, SMC5, FGR22, FGR28, FGR6-4, FGR27, CAALFM_C505510CA, SIT4, CSR1, CAALFM_C502380WA, VPS52, CAALFM_C302760CA, MHP1, VPS34, SIN3, RCK2, STE13, NIK1, SCH9, FGR13, FGR34, CDC5, FGR17, FGR15, FGR14, FGR51, MOB2, CEK1, CAALFM_CR07570WA, FGR6-10	580	194	4204	1.382403128332741	0.9999999999999777	1.0	1.0
GOTERM_BP_DIRECT	Cellular response to starvation (GO:0009267)	37	4.358068315665489	0.036575842553704274	CDS1, LIP5, TSC11, RHB1, TUP1, FGR24, BNI4, FAB1, SMC5, FGR22, FGR28, FGR6-4, FGR27, CAALFM_C505510CA, CSR1, CAALFM_C502380WA, VPS52, CAALFM_C302760CA, MHP1, VPS34, SIN3, RCK2, STE13, BCY1, SCH9, FGR13, FGR34, NRG1, CDC5, FGR17, FGR15, FGR14, FGR51, MOB2, CEK1, CAALFM_CR07570WA, FGR6-10	580	195	4204	1.3753138815207782	0.9999999999999978	1.0	1.0
GOTERM_BP_DIRECT	Regulation of DNA-dependent DNA replication initiation (GO:0030174)	5	0.5889281507656066	0.03768936307670058	CDC54, CDC46, MCM3, MCM6, MCM2	580	10	4204	3.624137931034483	0.9999999999999992	1.0	1.0
GOTERM_BP_DIRECT	Entry into host (GO:0044409)	5	0.5889281507656066	0.03768936307670058	RIM20, HSP70, TUP1, RIM101, RIM13	580	10	4204	3.624137931034483	0.9999999999999992	1.0	1.0
GOTERM_BP_DIRECT	DNA unwinding involved in DNA replication (GO:0006268)	5	0.5889281507656066	0.03768936307670058	CDC54, CDC46, MCM3, MCM6, MCM2	580	10	4204	3.624137931034483	0.9999999999999992	1.0	1.0
GOTERM_BP_DIRECT	Mitochondrial genome maintenance (GO:0000002)	7	0.8244994110718492	0.046894545413772734	CCE1, CAALFM_C400560CA, CAALFM_C701180WA, HSP78, CAALFM_C500050WA, PRP13, MGM101	580	20	4204	2.536896551724138	1.0	1.0	1.0
GOTERM_BP_DIRECT	Positive regulation of septation initiation signaling (GO:0031031)	3	0.35335689045936397	0.051619001098409716	CDC14, MOB1, CDC5	580	3	4204	7.248275862068965	1.0	1.0	1.0
