	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
ALA	95987	91123	89215	0.09020750584846952	0.0	34.73699448113634	-9	1.0602685780366092	276325	136957	0.05022641991028285	0.05976370588457903
ARG	76682	73170	69282	0.10648399362841644	0.0	34.99320050745206	-12	1.0430479121566991	219134	103611	0.03799739767463012	0.06264774978741616
ASN	90388	87051	84226	0.07787172529829536	0.0	34.543404735062005	-15	1.0496747355843696	261665	182612	0.06696953783053493	0.04244415562911199
ASP	106584	102855	104361	0.040855478505658537	0.0	33.96558317399618	-9	1.0560965998648952	313800	162373	0.05954726286420086	0.057245413918465125
CYS	12027	11918	11457	0.04131045832220298	0.0	33.972656912038865	-18	1.105263157894737	35402	28159	0.010326786934977072	0.03724021206234446
GLN	76890	75237	73450	0.04858936925454425	0.0	34.085921880333544	-6	1.0452594615684745	225577	123826	0.04541087108954405	0.05396156641808301
GLU	140193	134144	138971	0.03790576384101752	0.0	33.919740242143874	-9	1.031007254285164	413308	178772	0.06556128960331407	0.06848191372907678
GLY	85370	83057	78800	0.07708132373737504	0.0	34.531018052235396	-18	1.0581351762914373	247227	137138	0.050292798277243	0.053399803984345545
HIS	29905	29273	28339	0.054017375774962066	0.0	34.170504016362536	-15	1.0518307975254975	87517	56948	0.020884614594732565	0.045521390661073614
ILE	92189	88556	87311	0.06818172521661954	0.0	34.391694272838514	-15	1.0364902537179057	268056	192180	0.07047842299669355	0.04131606186497372
LEU	126667	120265	119506	0.07938353723774302	0.0	34.56710275681016	-6	1.0237946742245416	366438	250489	0.09186215890320934	0.04333246756308596
LYS	147158	140425	136865	0.08597038519524444	0.0	34.67044255126658	-12	1.047221353918917	424448	201563	0.07391946287065533	0.06237567427494475
PHE	52667	50398	50056	0.06843617642632512	0.0	34.39567400944351	-15	1.0420566958436972	153121	117940	0.04325229060375709	0.03845698286299786
PRO	69374	64899	62811	0.1195954797552566	0.0	35.20021919587587	-12	1.1003834289503271	197084	122395	0.04488607858611878	0.04769680262248301
SER	119514	114292	112497	0.07582896037046583	0.0	34.51139608955164	-21	1.023319443747176	346303	243662	0.08935848425549144	0.04209882985042056
THR	87535	82922	82003	0.08612177977508756	0.0	34.67281945654757	-6	1.0798766207802593	252460	166489	0.06105672893275321	0.04491677933930772
TRP	12555	12255	11952	0.052837732969537955	0.0	34.152113595560635	-18	1.0523297491039427	36762	25614	0.009393455753134087	0.042513151555023804
TYR	45331	44078	42782	0.06180603457654149	0.0	34.29204711364616	-27	1.0399505856919107	132191	95358	0.0349707641800328	0.041062589134087335
VAL	88249	84841	84621	0.058690034540206486	0.0	34.24339667301745	-27	1.0560459608607462	257711	146873	0.05386292757203336	0.05197476876159318
TERM	1415	1395	1353	0.042420048901144626	0.0	33.98991112178717	-18	2.0035335689045937	4163	5441	0.001995385053205378	0.022663618990261942
MET	23022	22399	21375	0.072938949546156	0.0	34.46613569674831	-15	1.027756059421423	66796	48392	0.017746861513456107	0.040886361106324286
