	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
ALA	42577	41076	40245	0.06644634421014782	0.0	34.364557942823936	-9	1.0376729220001408	123898	132869	0.050329586079884	0.0633618295424071
ARG	32747	31604	30221	0.08317241071067076	0.0	34.62652793638709	-18	1.0353009435978868	94572	100676	0.0381351662779008	0.06382983191415866
ASN	36109	35486	34190	0.05169666370408798	0.0	34.134329063666875	-6	1.03362042704035	105785	176577	0.06688578465426606	0.040707744096177854
ASP	42545	42287	41128	0.02868275470408496	0.0	33.77659574468085	-9	1.0219532259960042	125960	157663	0.05972133101109176	0.05428626285854501
CYS	5359	5259	5087	0.0509626245075382	0.0	34.12289079910856	-18	1.1067363314051128	15705	27043	0.010243645969777022	0.039461187647055744
GLN	31232	31054	29775	0.038265670832936485	0.0	33.92533211674868	-21	1.0307697233606556	92061	120230	0.045542046183718196	0.052029532092761996
GLU	56597	55723	55014	0.031660145060955165	0.0	33.82277361444775	-18	1.0181988444617205	167334	174151	0.06596683760243456	0.06528979416176565
GLY	37927	37572	35412	0.05564503774252595	0.0	34.195886792112596	-15	1.0258391119782742	110911	132669	0.05025382787280803	0.05680574300755543
HIS	12868	12737	11924	0.061556539100170685	0.0	34.28815049694903	-15	1.0421199875660554	37529	54981	0.020826309916218998	0.04638114193696477
ILE	38565	37881	37060	0.04153688201919601	0.0	33.9761774707945	-27	1.0168028004667444	113506	185479	0.0702577824512174	0.041582553291983855
LEU	52609	52076	50297	0.03954626540326531	0.0	33.94523234956318	-18	1.0216502879735407	154982	242159	0.09172765833654674	0.04348782884812247
LYS	58631	57213	55364	0.05882346013244909	0.0	34.245479183215735	-15	1.0253961215056882	171208	195529	0.07406463235678479	0.059497669396465065
PHE	22705	22382	21635	0.04494921576291508	0.0	34.02925571775427	-30	1.0345738824047566	66722	113546	0.04301020690323935	0.03992861955576504
PRO	29135	28088	27303	0.07310172629091607	0.0	34.46868419184629	-15	1.0626394371031405	84526	118650	0.04494355634781805	0.04840716562517395
SER	50286	49627	48772	0.031513144844911155	0.0	33.820492988532806	-12	1.032871972318339	148685	235900	0.08935680524610433	0.04282785223656846
THR	36183	34960	35063	0.04748315688511227	0.0	34.068696683803175	-6	1.0275267390763618	106206	161271	0.06108800906674222	0.04474864124601045
TRP	5434	5376	5113	0.05120932982221759	0.0	34.12673491176286	-18	1.1262421788737578	15923	24735	0.00936939626012035	0.043742143371810545
TYR	18907	18697	18086	0.03988131710359996	0.0	33.950439935356435	-27	1.0710318929497011	55690	91794	0.03477074430165706	0.04122398792021672
VAL	38842	37833	37222	0.04966930374477376	0.0	34.10274195106104	-9	1.052185778281242	113897	141984	0.05378226636737124	0.05450796361799859
TERM	435	453	424	0.07685291890777149	1.0	34.52743902439025	-17	2.2847682119205297	1312	5179	0.0019617587722321928	0.017213730659168393
MET	9537	9396	9140	0.04127747299431045	0.0	33.97214405300467	-9	1.0173010380622838	28073	46893	0.01776264802206685	0.04067877697332431
