	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
ALA	433548	333182	238602	0.6007214792003281	0.0	43.12485825578018	-9	1.1490907581167482	1005332	142667	0.050248766031725685	0.05863623152215053
ARG	365729	298172	179376	0.6151292771191549	0.0	43.36997214438435	-18	1.42585903770278	843277	107202	0.03775763292235104	0.06545569537386141
ASN	383244	297831	189034	0.6547414143473522	0.0	44.045516136484046	-15	1.0740050724864578	870109	190082	0.0669488104806471	0.038090155129728714
ASP	467787	367465	235514	0.6337440109980975	0.0	43.68713612497969	-9	1.3057096499047645	1070766	168309	0.059280138798977464	0.0529379727927874
CYS	59761	51332	32596	0.5100520875390235	0.0	41.59051841129105	-21	1.095162396880909	143689	29776	0.010487409543627216	0.04015477899933117
GLN	282464	226504	155105	0.5659718111803932	0.0	42.53508273939763	-21	1.1322965050413505	664073	128333	0.045200185685193156	0.04305836646753416
GLU	576424	445415	302653	0.6239609865934348	0.0	43.52038366407649	-9	1.102173053169195	1324492	184698	0.06505251101185046	0.05967153642761099
GLY	425947	355564	231441	0.5373011370594856	0.0	42.05006752541088	-9	1.1125257367700676	1012952	143240	0.050450582449931565	0.05884433068330947
HIS	130594	106933	68119	0.5773050704385088	0.0	42.72720729209609	-15	1.2254621192397812	305646	59440	0.02093537155001349	0.04278780316352449
ILE	421043	335293	219984	0.6007599397871658	0.0	43.12551212717142	-15	1.0444277662851538	976320	200801	0.07072415112069749	0.04045818427478976
LEU	624558	483521	309696	0.6551199575769542	0.0	44.05198286046799	-18	1.3820093570172827	1417775	272595	0.0960107269124483	0.043278231122749825
LYS	635705	499838	306297	0.657335974692934	0.0	44.08984353326305	-12	1.2226142629049639	1441840	208451	0.07341855879831531	0.05755633878709395
PHE	244748	198873	132818	0.5614572036283485	0.0	42.45861227293781	-15	1.089349044731724	576439	123520	0.04350499821429452	0.03883257114397141
PRO	323469	243375	162459	0.6727377202074197	0.0	44.35317008157104	-12	1.4673214434768092	729303	127489	0.04490292031527035	0.04760092135242042
SER	504218	389350	260734	0.6334214749766602	0.0	43.68163617493516	-9	1.0490283964475684	1154302	242291	0.08533735040754237	0.039642609934283396
THR	365117	273050	197071	0.6353267165979175	0.0	43.71412699134857	-6	1.0915103925590974	835238	174012	0.06128879330688	0.03994028133360314
TRP	70105	55405	34336	0.6437500828957412	0.0	43.85783816923789	-6	1.1583624563155268	159846	27022	0.0095174227796848	0.04922257810172488
TYR	207679	170611	108887	0.5715173820795401	0.0	42.62906500101606	-12	1.065548274019039	487177	99943	0.03520093941492258	0.04056154309514357
VAL	413356	328662	231775	0.5608326226347012	0.0	42.44803567082532	-9	1.1177169316521351	973793	153058	0.05390858174128474	0.05294082291153375
TERM	15768	12719	5637	0.7807479696312134	0.0	46.2079474856406	-18	4.670091324200913	34124	5774	0.002033661428832064	0.04917713540068725
MET	107624	82872	59306	0.5983015868026973	0.0	43.08372230806799	-15	1.1439827547758865	249802	50511	0.017790487085510287	0.04115191198216039
