	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
ALA	85750	81230	77611	0.11062522775812554	0.0	35.05852627447453	-9	1.0564897959183674	244591	137235	0.05026812597525329	0.061085216438888555
ARG	66815	63037	59064	0.1301689139509607	0.0	35.36757077219505	-18	1.040559754546135	188916	103597	0.037946785052343175	0.06250029876836277
ASN	78263	74492	69880	0.11661135007729849	0.0	35.153053203674176	-6	1.030601944724838	222635	182867	0.06698277693530545	0.04172714113425977
ASP	89716	85449	84181	0.0810458631852357	0.0	34.593168971181356	-9	1.0481073610058407	259346	162468	0.05951077998285752	0.05471069740429502
CYS	10563	10309	9846	0.06788184984584554	0.0	34.38700436226317	-21	1.0394774211871627	30718	28233	0.010341530955363618	0.037290348228299804
GLN	72075	67793	63259	0.1374314658596251	0.0	35.48272755468253	-6	1.0306763787721125	203127	123813	0.045351750510977784	0.05622920441588148
GLU	117708	112332	112269	0.06784802505861928	0.0	34.3864753775098	-12	1.0212814761953308	342309	178868	0.06551797396394218	0.06559129384465173
GLY	75744	72660	67694	0.11013333596762923	0.0	35.050764005219854	-18	1.0647576045627376	216098	137557	0.050386072100979465	0.05384291732295175
HIS	26853	25176	23785	0.13345024964257113	0.0	35.41957949719049	-15	1.05909954195062	75814	57057	0.020899540669435838	0.04554083705302583
ILE	78091	73326	70703	0.11686886706398614	0.0	35.15712227624707	-15	1.034831158520188	222120	192535	0.07052409104561805	0.039540167662987506
LEU	107445	101317	96545	0.11910378287408681	0.0	35.19244563668701	-24	1.0163060170319698	305307	250822	0.09187417126363523	0.041718786403051614
LYS	124944	117876	112138	0.11955994797148507	0.0	35.199657424258646	-12	1.0384172109104879	354958	201334	0.07374709713339633	0.060425517396682026
PHE	45388	43670	41602	0.09023882352276735	0.0	34.73748660645951	-27	1.0418172204106813	130660	118105	0.04326095397170758	0.037917081402245256
PRO	66774	60621	56634	0.1877089268887717	0.0	36.284498638801495	-12	1.0788031269655853	184029	122551	0.044889489608286995	0.05146712843636767
SER	107403	102858	97371	0.10138335066620988	0.0	34.912817912310814	-9	1.0195525264657412	307632	244183	0.0894423565782437	0.043179401151137387
THR	78004	73616	71386	0.10554721220670678	0.0	34.9784310736034	-6	1.0679452335777653	223006	166848	0.06111514032658623	0.045809555086253936
TRP	10798	10272	9748	0.10932214772590092	0.0	35.03796482575118	-12	1.0918688646045565	30818	25679	0.009406020380504457	0.0411326674675636
TYR	39049	37616	35461	0.09586819426339864	0.0	34.82599932219111	-27	1.0459166688007375	112126	95418	0.03495088020043516	0.04027509291748523
VAL	78716	74541	72836	0.09521742462154818	0.0	34.8157616556019	-9	1.0311880684994157	226093	146886	0.05380321311619525	0.05275543923091712
TERM	1546	1542	1364	0.08950561629200612	0.0	34.72596585804133	-18	1.7231565329883571	4452	5467	0.002002520091133528	0.027910435484065084
MET	19525	18634	17568	0.10925314635220482	0.0	35.036876200046656	-21	1.041280409731114	55727	48537	0.01777873013779917	0.039350772750626935
