-97	4185
-96	4551
-95	8915
-94	4284
-93	4831
-92	8645
-91	4253
-90	4891
-89	8916
-88	4333
-87	4720
-86	8755
-85	4403
-84	4848
-83	8900
-82	4215
-81	4968
-80	8846
-79	4550
-78	4840
-77	8971
-76	4143
-75	4652
-74	8779
-73	4293
-72	4680
-71	7997
-70	4113
-69	4529
-68	8152
-67	3770
-66	4401
-65	8241
-64	3880
-63	4520
-62	7875
-61	3944
-60	4275
-59	7806
-58	3830
-57	3956
-56	7598
-55	3760
-54	4098
-53	7313
-52	3910
-51	4293
-50	7296
-49	3762
-48	3934
-47	7119
-46	3715
-45	3735
-44	6876
-43	3207
-42	3649
-41	6399
-40	3188
-39	3461
-38	6035
-37	2979
-36	3337
-35	5671
-34	3152
-33	3217
-32	5760
-31	2886
-30	2982
-29	5386
-28	2781
-27	2923
-26	5287
-25	2693
-24	2718
-23	4638
-22	2533
-21	2657
-20	4170
-19	2518
-18	5337
-17	6444
-16	2851
-15	1803
-14	1708
-13	1758
-12	1596
-11	1845
-10	1846
-9	1686
-8	1844
-7	1893
-6	1660
-5	1727
-4	1786
-3	1604
-2	1841
-1	1817
0	1493
1	1686
2	1912
3	2668
4	1653
5	1822
6	1454
7	1445
8	1360
9	1438
10	1397
11	1378
12	1478
13	1412
14	1240
15	1326
16	1452
17	1405
18	1409
19	1376
20	1412
21	1303
22	1215
23	1271
24	1263
25	1208
26	1332
27	1238
28	1178
29	1154
30	1226
31	1190
32	1178
33	1156
34	1099
35	1045
36	1099
37	1069
38	1070
39	1016
40	1012
41	1049
42	1029
43	1066
44	936
45	1039
46	955
47	981
48	1015
49	912
50	984
51	979
52	890
53	891
54	921
55	911
56	877
57	798
58	963
59	827
60	870
61	816
62	739
63	807
64	786
65	886
66	740
67	760
68	808
69	661
70	700
71	653
72	669
73	749
74	720
75	663
76	732
77	763
78	630
79	574
80	652
81	685
82	634
83	610
84	623
85	596
86	628
87	627
88	649
89	549
90	590
91	566
92	628
93	557
94	573
95	487
96	540
97	564
98	532
99	519
100	506
101	580
102	472
